"m","n"
"Module tests.xla_test_test",18
"Module tensorflow.python.ops.control_flow_v2_toggles_test",18
"Module tensorflow.compiler.tests.xla_test_test",18
"Module tensorflow.python.platform.app_test",18
"Module tensorflow.python.data.ops.take_op",18
"Module tensorflow.python.kernel_tests.array_ops.fingerprint_op_test",18
"Module tensorflow.python.distribute.collective_util_test",18
"Module tensorflow.python.autograph.tests.assertion_test",18
"Module tensorflow.python.framework.constant_tensor_conversion",18
"Module tensorflow.python.autograph.converters.asserts_test",18
"Module tensorflow.python.eager.graph_only_ops_test",18
"Module tensorflow.python.kernel_tests.array_ops.huge_slice_op_test",18
"Module tensorflow.python.client.device_lib_test",18
"Module tensorflow.python.autograph.tests.ext_slice_test",18
"Module tensorflow.python.framework.indexed_slices_test",18
"Module email.mime.base",18
"Module tensorflow.python.data.ops.skip_op",18
"Module tensorflow.python.trackable.converter",18
"Module tensorflow.compiler.mlir.tfr.examples.mnist.mnist_train_test",18
"Script tensorflow.tools.test.file_name_test",17
"Module tensorflow.python.autograph.tests.call_to_lambda_function_test",17
"Module distributions.distributions",17
"Module python.status_casters_test",17
"Module tensorflow.compiler.tests.const_arg_test",17
"Module tensorflow.examples.adding_an_op.zero_out_3_test",17
"Module tensorflow.python.keras.mixed_precision.get_layer_policy",17
"Module tensorflow.python.distribute.numpy_dataset_test",17
"Module tensorflow.compiler.mlir.tensorflow.tests.tf_saved_model.duplicate_method_names_v1",17
"Module tensorflow.python.ops.autograph_ops_test",17
"Module tensorflow.python.grappler.graph_analyzer",17
"Module python.tests.test_backend_name",17
"Module tensorflow.dtensor.python.tests.test_backend_name",17
"Module third_party.xla.xla.python.status_casters_test",17
"Module tensorflow.core.tfrt.saved_model.python.saved_model_load_and_run_test",17
"Module tensorflow.lite.python.test_util_test",17
"Module tensorflow.python.tpu.topology_test",17
"Module tests.const_arg_test",17
"Module tensorflow.python.ops.distributions.distributions",17
"Module tensorflow.python.ops.initializers_ns",17
"Module tensorflow.python.layers.pooling",17
"Module tensorflow.python.tpu.tests.tpu_embedding_v2_correctness_hd_ragged_training_test",16
"Module tensorflow.python.tpu.tests.tpu_embedding_v2_correctness_hd_sparse_training_test",16
"Module tensorflow.python.tpu.tests.tpu_embedding_v2_correctness_hd_sparse_forward_test",16
"Module tensorflow.python.types.doc_typealias",16
"Module tensorflow.lite.python.metrics.wrapper.metrics_wrapper",16
"Module tensorflow.python.training.server_lib_sparse_job_test",16
"Module tensorflow.python.autograph.pyct.testing.decorators",16
"Module tensorflow.lite.tools.strip_strings",16
"Module tensorflow.python.profiler.profiler_wrapper_test",16
"Module tensorflow.python.kernel_tests.v1_compat_tests.identity_op_py_test",16
"Module tensorflow.python.data.ops.ignore_errors_op",16
"Module tensorflow.python.keras.utils.all_utils",16
"Module tensorflow.python.ops.numpy_ops.integration_test.np_config_test",16
"Module importlib.machinery",16
"Module tensorflow.python.framework.immutable_dict",16
"Module numpy_ops.integration_test.np_config_test",16
"Module tensorflow.python.kernel_tests.custom_ops.duplicate_op_test",16
"Module tensorflow.security.fuzzing.acosh_fuzz",16
"Module tensorflow.compiler.mlir.tensorflow.tests.tf_saved_model.control_flow_duplicate_v1",16
"Module tensorflow.python.tpu.tests.tpu_embedding_v2_correctness_sparse_training_test",16
"Module tensorflow.python.tpu.tests.tpu_embedding_v2_correctness_sparse_forward_test",16
"Module tensorflow.python.tpu.tests.tpu_embedding_v2_correctness_ragged_training_test",16
"Module tensorflow.python.tpu.tests.tpu_embedding_v2_correctness_hd_ragged_forward_test",16
"Module tensorflow.python.tpu.tests.tpu_embedding_v2_correctness_ragged_forward_test",16
"Module third_party.xla.xla.mlir_hlo.tests.python.smoketest",15
"Module tensorflow.lite.tools.zip_files",15
"Module tensorflow.python.kernel_tests.custom_ops.ackermann_test",15
"Module tensorflow.python.kernel_tests.array_ops.large_concat_op_test",15
"Module six.moves.urllib_error",15
"Module tensorflow.lite.tools.reverse_xxd_dump_from_cc",15
"Module tensorflow.python.data.experimental.ops.matching_files",15
"Module tensorflow.security.fuzzing.abs_fuzz",15
"Module tensorflow.python.ops.filesystem_ops",15
"Module tensorflow.python.autograph.utils.tensors",15
"Module six.moves.urllib_response",15
"Module tensorflow.security.fuzzing.acos_fuzz",15
"Module struct",14
"Module tensorflow.python.autograph.pyct.testing.codegen_test",14
"Module tensorflow.python.keras.utils.tf_contextlib",14
"Module tensorflow.python.framework.kernels_test",14
"Module tensorflow.python.framework.proto_test",14
"Module tensorflow.compiler.mlir.tensorflow.tests.tf_saved_model.call_to_exported",14
"Module tensorflow.python.ops.nn",14
"Module tensorflow.python.distribute.multi_process_runner_no_init_test",14
"Module tensorflow.examples.custom_ops_doc.multiplex_4.multiplex_2_save",14
"Module tensorflow.python.util.vlog_test",14
"Module tensorflow.python.saved_model.saved_model",14
"Module tensorflow.python.grappler.model_analyzer",14
"Module tensorflow.python.tpu.tpu_name_util",13
"Module tensorflow.python.autograph.operators.dispatch_context",13
"Module tensorflow.python.ops.control_flow_v2_disable_test",13
"Module tensorflow.compiler.mlir.tensorflow.tests.tf_saved_model.cyclic_object_graph",13
"Module tensorflow.python.framework.experimental.context_stack",13
"Module tensorflow.compiler.mlir.tensorflow.tests.tf_saved_model.dag_object_graph",13
"Module tensorflow.python.kernel_tests.custom_ops.invalid_op_test",13
"Module tensorflow.examples.speech_commands.generate_streaming_test_wav_test",13
"Module tensorflow.python.eager.polymorphic_function.composite_tensor_utils",13
"Module tensorflow.python.eager.profiler_client_test",13
"Module tensorflow.compiler.mlir.tfr.examples.customization.test_ops_test",13
"Module tensorflow.tools.compatibility.all_renames_v2_test",13
"Module tensorflow.python.util.serialization_test",13
"Module tensorflow.python.util.compat_test",13
"Module tensorflow.python.ops.state_grad",13
"Module tensorflow.python.ops.ragged.ragged_config",12
"Module tensorflow.python.framework.experimental.thread_local_stack",12
"Module tensorflow.tools.proto_splitter.constants",12
"Module tensorflow.python.saved_model.load_optimizer_test",12
"Module tensorflow.python.pywrap_dlopen_global_flags",12
"Module tensorflow.lite.python.testdata.double_op",12
"Module six.moves.urllib.__init__",12
"Module tensorflow.compiler.mlir.tensorflow.tests.tf_saved_model.basic",12
"Module third_party.xla.xla.mlir_hlo.tests.python.types",12
"Module ragged.ragged_config",12
"Module tensorflow.python.ops.control_flow_v2_enable_test",12
"Module tensorflow.lite.ios.extract_object_files_main",12
"Module tensorflow.python.platform.resource_loader_test",12
"Module tensorflow.python.data.__init__",12
"Module tensorflow.python.platform.app",12
"Module tensorflow.python.saved_model.keras_injection_test",12
"Module tensorflow.lite.tools.optimize.python.modify_model_interface_constants",11
"Module tensorflow.core.function.trace_type.__init__",11
"Module tensorflow.security.fuzzing.constant_fuzz",11
"Module tensorflow.python.ops.numpy_ops.integration_test.public_symbol_test",11
"Module trace_type.__init__",11
"Module tensorflow.core.function.runtime_client.runtime_client",11
"Module tensorflow.compiler.mlir.tensorflow.tests.tf_saved_model.exported_python_args",11
"Module numpy_ops.integration_test.public_symbol_test",11
"Module tensorflow.python.tpu.tests.tpu_initialization_test",11
"Module tensorflow.python.autograph.tests.call_to_numpy_function_test",11
"Module tensorflow.compiler.mlir.tensorflow.tests.tf_saved_model.debug_info",11
"Module tensorflow.python.framework.op_def_library_pybind",11
"Module tensorflow.python.eager.gen_gradient_input_output_exclusions",10
"Module tensorflow.python.layers.normalization",10
"Module python.tools.types",10
"Module third_party.xla.build_tools.test_utils",10
"Module tensorflow.python.tpu.api",10
"Module tensorflow.python.autograph.tests.type_annotations_test",10
"Module tensorflow.python.kernel_tests.proto.descriptor_source_test",10
"Module tensorflow.python.autograph.tests.call_to_tf_api_test",10
"Module tensorflow.python.kernel_tests.proto.encode_proto_op_test",10
"Module decimal",10
"Module tensorflow.python.ops.image_grad_test",10
"Module tensorflow.python.eager.function",10
"Module tensorflow.python.ops.manip_ops",10
"Module tensorflow.python.eager.polymorphic_function.transform",10
"Module tensorflow.python.training.learning_rate_decay",10
"Module tensorflow.python.ops.optional_grad",10
"Module tensorflow.python.framework.strict_mode",10
"Module ctypes.test.__init__",10
"Module tensorflow.python.eager.cancellation_test",10
"Module third_party.xla.xla.python.tools.types",10
"Module tensorflow.examples.custom_ops_doc.multiplex_4.multiplex_4_load_use",9
"Module tensorflow.compiler.mlir.tensorflow.tests.tf_saved_model.partially_shaped_variables",9
"Module tensorflow.python.layers.core",9
"Module tensorflow.python.saved_model.signature_def_utils",9
"Module multiprocessing.__init__",9
"Module tensorflow.python.platform.remote_utils",9
"Module tensorflow.examples.adding_an_op.fact_test",9
"Module tensorflow.python.kernel_tests.nn_ops.cudnn_deterministic_ops_test",9
"Module tensorflow.examples.adding_an_op.cuda_op_test",9
"Module tensorflow.python.tf2",9
"Module tensorflow.python.framework.experimental.nn_ops",9
"Module tensorflow.python.framework.op_allowlist_namespace_test",9
"Module six.moves.urllib_robotparser",9
"Module tensorflow.python.ops.bitwise_ops",9
"Module tensorflow.python.ops.gradients",8
"Module tensorflow.python.util.tf_decorator_export",8
"Module email.mime.nonmultipart",8
"Module tensorflow.python.platform.analytics",8
"Module tensorflow.python.distribute.cluster_resolver.tpu_cluster_resolver",8
"Module tensorflow.core.config.flags",8
"Module config.flags",8
"Module tensorflow.python.kernel_tests.proto.decode_proto_op_test",8
"Module tensorflow.python.data.experimental.service.__init__",8
"Module tensorflow.python.__init__",8
"Module tensorflow.python.data.ops.counter_op",8
"Module tensorflow.tools.pip_package.simple_console_for_windows",8
"Module tensorflow.tools.pip_package.simple_console",8
"Module tensorflow.compiler.mlir.tensorflow.tests.tf_saved_model.shapes_for_arguments",8
"Module tensorflow.python.autograph.pyct.static_analysis.liveness_py3_test",8
"Module tensorflow.python.saved_model.model_utils.__init__",8
"Module model_utils.__init__",8
"Module tensorflow.examples.adding_an_op.zero_out_op_2",8
"Module tensorflow.python.keras.saving.utils_v1.__init__",8
"Module tensorflow.python.distribute.cluster_resolver.__init__",8
"Module tensorflow.python.distribute.distribute_coordinator_context",8
"Module tensorflow.python.ops.manip_grad",8
"Module tensorflow.examples.adding_an_op.zero_out_op_1",8
"Module tensorflow.python.trackable.constants",8
"Module tensorflow.python.types.data",8
"Module ragged.ragged_check_ops",7
"Module tensorflow.python.user_ops.user_ops",7
"Module tensorflow.python.platform.control_imports",7
"Module tensorflow.python.keras.saving.saved_model.network_serialization",7
"Module tensorflow.python.kernel_tests.nn_ops.cudnn_d9m_test",7
"Module tensorflow.python.platform.logging_test",7
"Module tensorflow.python.ops.ragged.ragged_check_ops",7
"Module tensorflow.tools.test.system_info",7
"Module tensorflow.compiler.jit.ops.xla_ops_grad",7
"Module tensorflow.tools.proto_splitter.version",6
"Module tensorflow.python.keras.__init__",6
"Module tensorflow.python.ops.linalg.sparse.sparse",6
"Module linalg.sparse.sparse",6
"Module tensorflow.python.autograph.pyct.errors",6
"Module tensorflow.python.ops.sdca_ops",6
"Module tensorflow.tools.common.test_module1",6
"Module tensorflow.python.ops.parsing_grad",6
"Module tensorflow.examples.adding_an_op.zero_out_op_3",6
"Module tensorflow.python.eager.test",6
"Module tensorflow.__init__",6
"Module tensorflow.examples.adding_an_op.cuda_op",6
"Module tensorflow.python.kernel_tests.nn_ops.depthwise_conv_op_test",5
"Module tensorflow.python.client.client_lib",5
"Module tensorflow.python.saved_model.registration.test_util",5
"Module tensorflow.python.tpu.profiler.__init__",5
"Module tensorflow.python.ops.proto_ops",5
"Module tensorflow.python.keras.saving.utils_v1.unexported_constants",5
"Module tensorflow.python.layers.base",5
"Module tensorflow.compiler.mlir.quantization.tensorflow.python.py_function_lib_test",5
"Module registration.test_util",5
"Module tensorflow.python.eager.def_function",5
"Module tkinter.__main__",5
"Module tensorflow.python.framework.graph_util",5
"Module tensorflow.tools.common.test_module2",5
"Module tensorflow.python.kernel_tests.nn_ops.bias_op_test",5
"Module tensorflow.python.data.ops.test_mode",4
"Module tensorflow.python.training.checkpoint_management",4
"Module tensorflow.examples.custom_ops_doc.simple_hash_table.simple_hash_table_op",4
"Module tensorflow.python.tpu.__init__",4
"Module tensorflow.python.training.saving.functional_saver",4
"Module tensorflow.python.framework.experimental.gradient_registry",4
"Module xml.parsers.expat",4
"Module tensorflow.python.ops.rnn_cell_wrapper_impl",4
"Module tensorflow.python.tools.api.generator2.generator.main",4
"Module tensorflow.python.tools.api.generator2.extractor.main",4
"Module tensorflow.python.training.saving.checkpoint_options",4
"Module tensorflow.python.framework.tensor_spec",4
"Module tensorflow.python.util.deprecated_module",4
"Module tensorflow.python.feature_column.feature_column_lib",4
"Module tensorflow.python.saved_model.utils",3
"Module tensorflow.python.framework.is_mlir_bridge_test_true",3
"Module tensorflow.python.autograph.utils.__init__",3
"Module tensorflow.python.distribute.failure_handling.__init__",3
"Module tensorflow.python.framework.tfrt_utils",3
"Module tensorflow.core.function.testing.test_pass",3
"Module tensorflow.python.framework.is_xla_test_true",3
"Module tensorflow.python.framework.is_mlir_bridge_test_false",3
"Module structured.structured_ops",2
"Module tensorflow.python.util.deprecated_module_new",2
"Module tensorflow.python.distribute.experimental.__init__",2
"Module tensorflow.python.tpu.client.__init__",2
"Module tensorflow.python.framework.errors",2
"Module collections.abc",2
"Module tensorflow.python.compiler.xla.__init__",2
"Module tensorflow.python.tpu.functional",2
"Module losses.losses",2
"Module contextvars",2
"Module third_party.xla.xla.mlir_hlo.bindings.python.mlir.dialects.mhlo",2
